disease_uri,disease_uriLabel,HealthSpecialtyLabel,TreatmentDrugsLabel,CauseLabel,SymptonsLabel
http://www.wikidata.org/entity/Q6013981,carbohydrate metabolic disorder,hepatology,,,
http://www.wikidata.org/entity/Q6013986,renal tubular transport disease,obstetrics and gynaecology,,,
http://www.wikidata.org/entity/Q6013986,renal tubular transport disease,urology,,,
http://www.wikidata.org/entity/Q6013986,renal tubular transport disease,endocrinology,,,
http://www.wikidata.org/entity/Q6013986,renal tubular transport disease,medical genetics,,,
http://www.wikidata.org/entity/Q6029027,peroxisome biogenesis disorder type 3B,neurology,,,
http://www.wikidata.org/entity/Q6029036,Infantile convulsions and choreoathetosis,,,,
http://www.wikidata.org/entity/Q6029048,infantile myofibromatosis,oncology,,,
http://www.wikidata.org/entity/Q6029060,Infantile neuroaxonal dystrophy,neurology,,,
http://www.wikidata.org/entity/Q6029067,Infantile systemic hyalinosis,dermatology,,,
http://www.wikidata.org/entity/Q6029067,Infantile systemic hyalinosis,medical genetics,,,
http://www.wikidata.org/entity/Q6030096,Inflammatory myeloblastic tumor,,,,
http://www.wikidata.org/entity/Q6030100,Inflammatory myofibroblastic tumour,,crizotinib,,
http://www.wikidata.org/entity/Q6033800,Inherited disorders of trafficking,,,,
http://www.wikidata.org/entity/Q6043263,integrative agnosia,,,,
http://www.wikidata.org/entity/Q6046092,interdigitating dendritic cell sarcoma,oncology,,,
http://www.wikidata.org/entity/Q6047923,Internal resorption,gastroenterology,,,
http://www.wikidata.org/entity/Q6057159,Interstitial granulomatous drug reaction,,,,
http://www.wikidata.org/entity/Q6057162,interstitial keratitis,neurology,,,
http://www.wikidata.org/entity/Q6057394,Intervertebral disc disorder,rheumatology,,,
http://www.wikidata.org/entity/Q6057481,neuronal intestinal dysplasia,,,,
http://www.wikidata.org/entity/Q6058359,intracranial berry aneurysm,cardiology,,,
http://www.wikidata.org/entity/Q6058392,Intraepidermal neutrophilic IgA dermatosis,,,,
http://www.wikidata.org/entity/Q6058395,intraductal papilloma,oncology,,,
http://www.wikidata.org/entity/Q6058489,Intranodal palisaded myofibroblastoma,,,,
http://www.wikidata.org/entity/Q6058506,Intraocular lymphoma,immunology,,,
http://www.wikidata.org/entity/Q6058506,Intraocular lymphoma,oncology,,,
http://www.wikidata.org/entity/Q6058506,Intraocular lymphoma,angiology,,,
http://www.wikidata.org/entity/Q6058862,fatty liver disease,gastroenterology,,,
http://www.wikidata.org/entity/Q6060418,Inverse psoriasis,dermatology,,,
http://www.wikidata.org/entity/Q6065599,toxemia,infectious disease,,,
http://www.wikidata.org/entity/Q6066379,bladder disease,medical genetics,acetic acid,,
http://www.wikidata.org/entity/Q6066379,bladder disease,medical genetics,neostigmine,,
http://www.wikidata.org/entity/Q6066379,bladder disease,medical genetics,tolterodine,,
http://www.wikidata.org/entity/Q6066379,bladder disease,medical genetics,(RS)-oxybutynin,,
http://www.wikidata.org/entity/Q6066379,bladder disease,medical genetics,propantheline,,
http://www.wikidata.org/entity/Q6066379,bladder disease,medical genetics,mirabegron,,
http://www.wikidata.org/entity/Q6066379,bladder disease,medical genetics,fesoterodine,,
http://www.wikidata.org/entity/Q6072985,iron metabolism disease,endocrinology,deferasirox,,
http://www.wikidata.org/entity/Q6072988,Iron metallic discoloration,,,,
http://www.wikidata.org/entity/Q6073877,Irritant folliculitis,,,,
http://www.wikidata.org/entity/Q6073879,inflamed seborrheic keratosis,dermatology,,,
http://www.wikidata.org/entity/Q6079234,Ischial bursitis,,,,
http://www.wikidata.org/entity/Q6084258,Islet cell carcinoma,oncology,bevacizumab,,
http://www.wikidata.org/entity/Q6084258,Islet cell carcinoma,oncology,dacarbazine,,
http://www.wikidata.org/entity/Q6084258,Islet cell carcinoma,oncology,everolimus,,
http://www.wikidata.org/entity/Q6085391,Isobutyryl-coenzyme A dehydrogenase deficiency,,,,
http://www.wikidata.org/entity/Q6085903,selective IgM deficiency disease,hematology,,,
http://www.wikidata.org/entity/Q6088851,isthmicoma,,,,
http://www.wikidata.org/entity/Q6118062,Jackson–Weiss syndrome,,,,
http://www.wikidata.org/entity/Q6123126,Inadequate secretion of antidiuretic hormone,,,,
http://www.wikidata.org/entity/Q6126829,Jalili syndrome,,,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,clarithromycin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,cefixime,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,azithromycin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,amoxicillin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,ampicillin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,ciprofloxacin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,amikacin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,cephalexin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,DL-ofloxacin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,cefaclor,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,cefazolin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,cefotaxime,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,aztreonam,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,oxacillin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,meropenem,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,ceftriaxone,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,kanamycin (extract),,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,cloxacillin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,gentamicin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,trimethoprim,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,piperacillin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,levofloxacin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,moxifloxacin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,imipen,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,Trovafloxacin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,cephapirin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,ertapenem,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,ceftazidime,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,sparfloxacin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,loracarbef,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,cefpodoxime proxetil,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,ceftizoxime,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,cefdinir,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,nafcillin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,tobramycin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,dicloxacillin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,cefadroxil,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,cefoperazone,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,cefoxitin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,gatifloxacin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,cefamandole,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,ticarcillin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,Cefotetan,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,cephalothin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,bacampicillin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,(E)-cefprozil,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,mezlocillin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,cefditoren,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,cyclacillin,,
http://www.wikidata.org/entity/Q2622199,upper respiratory tract infection,pulmonology,penicillin v potassium,,
http://www.wikidata.org/entity/Q2622714,cholesterol ester storage disease,endocrinology,,,
http://www.wikidata.org/entity/Q2625993,Latrodectism,emergency medicine,,spider bite,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,doxorubicin,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,cytarabine,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,Obinutuzumab,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,cyclophosphamide,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,vincristine,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,Ofatumumab,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,rituximab,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,gemcitabine,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,carboplatin,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,ifosfamide,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,procarbazine,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,etoposide,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,bortezomib,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,everolimus,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,methotrexate,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,dexamethasone,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,Brentuximab vedotin,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,prednisone,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,lenalidomide,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,bendamustine,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,vorinostat,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,Pegfilgrastim,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,filgrastim,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,idelalisib,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,ibrutinib,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,nivolumab,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,prednisolone,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,venetoclax,,
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,oncology,Tisagenlecleucel,,
http://www.wikidata.org/entity/Q2627467,dissociative disorder,psychiatry,,,
http://www.wikidata.org/entity/Q2627467,dissociative disorder,psychology,,,
http://www.wikidata.org/entity/Q2628677,Marinesco-Sjogren syndrome,neurology,,,
http://www.wikidata.org/entity/Q2628677,Marinesco-Sjogren syndrome,medical genetics,,,
http://www.wikidata.org/entity/Q2632078,Proctalgia fugax,gastroenterology,,,
http://www.wikidata.org/entity/Q2632848,alternating hemiplegia of childhood,neurology,,,
http://www.wikidata.org/entity/Q2633143,abnormal uterine bleeding,gynaecology,,,
http://www.wikidata.org/entity/Q2633267,atypical pneumonia,pulmonology,,,
http://www.wikidata.org/entity/Q2637111,gingival overgrowth,gastroenterology,,,
http://www.wikidata.org/entity/Q2638851,oligospermia,urology,,,
http://www.wikidata.org/entity/Q2640586,furunculosis,veterinary medicine,,,
http://www.wikidata.org/entity/Q2640586,furunculosis,dermatology,,,
http://www.wikidata.org/entity/Q2640586,furunculosis,infectious disease,,,
http://www.wikidata.org/entity/Q2652259,anal canal carcinoma,,,,
http://www.wikidata.org/entity/Q2657784,atypical depressive disorder,psychiatry,,,
http://www.wikidata.org/entity/Q2661443,endocrine system disease,endocrinology,,,
http://www.wikidata.org/entity/Q2661464,glucose intolerance,endocrinology,Exenatide,,
http://www.wikidata.org/entity/Q2661464,glucose intolerance,endocrinology,Liraglutide,,
http://www.wikidata.org/entity/Q2661464,glucose intolerance,endocrinology,Albiglutide,,
http://www.wikidata.org/entity/Q560337,Tay-Sachs disease,medical genetics,,,
http://www.wikidata.org/entity/Q560456,otomycosis,infectious disease,,,
http://www.wikidata.org/entity/Q564123,cerebellar disease,neurology,,,
http://www.wikidata.org/entity/Q567576,nominal aphasia,neuropsychology,,,
http://www.wikidata.org/entity/Q567576,nominal aphasia,neurology,,,
http://www.wikidata.org/entity/Q567694,anorchia,medical genetics,,,
http://www.wikidata.org/entity/Q567705,rectal melanoma,,,,
http://www.wikidata.org/entity/Q567820,Alexander disease,neurology,,,
http://www.wikidata.org/entity/Q567820,Alexander disease,endocrinology,,,
http://www.wikidata.org/entity/Q567869,anosognosia,psychology,,,
http://www.wikidata.org/entity/Q568321,anoxia,,,,
http://www.wikidata.org/entity/Q568865,cherubism,rheumatology,,,
http://www.wikidata.org/entity/Q568865,cherubism,oral and maxillofacial surgery,,,
http://www.wikidata.org/entity/Q568865,cherubism,medical genetics,,,
http://www.wikidata.org/entity/Q570875,in situ pulmonary adenocarcinoma,oncology,,,
http://www.wikidata.org/entity/Q572111,anterograde amnesia,neurology,,,
http://www.wikidata.org/entity/Q572169,Seckel syndrome,medical genetics,,,
http://www.wikidata.org/entity/Q572695,Eisenmenger's syndrome,medical genetics,,,
http://www.wikidata.org/entity/Q574329,anthracosis,pulmonology,,coal dust exposure,black sputum
http://www.wikidata.org/entity/Q574330,anthracosilicosis,pulmonology,,,
http://www.wikidata.org/entity/Q574406,Bartholin's duct cyst,gynaecology,,,
http://www.wikidata.org/entity/Q574694,pseudomyxoma peritonei,oncology,,,
http://www.wikidata.org/entity/Q574741,Dubowitz syndrome,medical genetics,,,
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,metronidazole,Clostridium difficile,fever
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestyramine,Clostridium difficile,fever
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,vancomycin,Clostridium difficile,fever
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,bacitracin a,Clostridium difficile,fever
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colesevelam,Clostridium difficile,fever
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestipol,Clostridium difficile,fever
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,fidaxomicin,Clostridium difficile,fever
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,metronidazole,Clostridium difficile,diarrhea
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestyramine,Clostridium difficile,diarrhea
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,vancomycin,Clostridium difficile,diarrhea
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,bacitracin a,Clostridium difficile,diarrhea
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colesevelam,Clostridium difficile,diarrhea
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestipol,Clostridium difficile,diarrhea
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,fidaxomicin,Clostridium difficile,diarrhea
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,metronidazole,Clostridium difficile,vomiting
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestyramine,Clostridium difficile,vomiting
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,vancomycin,Clostridium difficile,vomiting
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,bacitracin a,Clostridium difficile,vomiting
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colesevelam,Clostridium difficile,vomiting
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestipol,Clostridium difficile,vomiting
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,fidaxomicin,Clostridium difficile,vomiting
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,metronidazole,Clostridium difficile,jaundice
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestyramine,Clostridium difficile,jaundice
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,vancomycin,Clostridium difficile,jaundice
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,bacitracin a,Clostridium difficile,jaundice
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colesevelam,Clostridium difficile,jaundice
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestipol,Clostridium difficile,jaundice
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,fidaxomicin,Clostridium difficile,jaundice
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,metronidazole,Clostridium difficile,constipation
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestyramine,Clostridium difficile,constipation
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,vancomycin,Clostridium difficile,constipation
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,bacitracin a,Clostridium difficile,constipation
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colesevelam,Clostridium difficile,constipation
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestipol,Clostridium difficile,constipation
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,fidaxomicin,Clostridium difficile,constipation
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,metronidazole,Clostridium difficile,abdominal pain
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestyramine,Clostridium difficile,abdominal pain
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,vancomycin,Clostridium difficile,abdominal pain
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,bacitracin a,Clostridium difficile,abdominal pain
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colesevelam,Clostridium difficile,abdominal pain
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestipol,Clostridium difficile,abdominal pain
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,fidaxomicin,Clostridium difficile,abdominal pain
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,metronidazole,Clostridium difficile,nausea
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestyramine,Clostridium difficile,nausea
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,vancomycin,Clostridium difficile,nausea
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,bacitracin a,Clostridium difficile,nausea
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colesevelam,Clostridium difficile,nausea
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestipol,Clostridium difficile,nausea
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,fidaxomicin,Clostridium difficile,nausea
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,metronidazole,Clostridium difficile,itch
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestyramine,Clostridium difficile,itch
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,vancomycin,Clostridium difficile,itch
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,bacitracin a,Clostridium difficile,itch
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colesevelam,Clostridium difficile,itch
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestipol,Clostridium difficile,itch
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,fidaxomicin,Clostridium difficile,itch
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,metronidazole,Clostridium difficile,heartburn
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestyramine,Clostridium difficile,heartburn
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,vancomycin,Clostridium difficile,heartburn
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,bacitracin a,Clostridium difficile,heartburn
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colesevelam,Clostridium difficile,heartburn
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestipol,Clostridium difficile,heartburn
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,fidaxomicin,Clostridium difficile,heartburn
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,metronidazole,Clostridium difficile,indigestion
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestyramine,Clostridium difficile,indigestion
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,vancomycin,Clostridium difficile,indigestion
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,bacitracin a,Clostridium difficile,indigestion
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colesevelam,Clostridium difficile,indigestion
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,Colestipol,Clostridium difficile,indigestion
http://www.wikidata.org/entity/Q574905,Clostridium difficile colitis,infectious disease,fidaxomicin,Clostridium difficile,indigestion
http://www.wikidata.org/entity/Q1593114,Spermaturia,andrology,,,
http://www.wikidata.org/entity/Q1593600,Reflux nephropathy,nephrology,,,
http://www.wikidata.org/entity/Q1593605,uveoparotid fever,angiology,,,
http://www.wikidata.org/entity/Q1594599,Post-transplant lymphoproliferative disorder,immunology,doxorubicin,,
http://www.wikidata.org/entity/Q1594599,Post-transplant lymphoproliferative disorder,immunology,rituximab,,
http://www.wikidata.org/entity/Q1597484,Ear mite,,,,
http://www.wikidata.org/entity/Q1597571,Cutaneous larva migrans,infectious disease,,,
http://www.wikidata.org/entity/Q1598200,metabolic acidosis,nephrology,,,
http://www.wikidata.org/entity/Q1598365,heparin-induced thrombocytopenia,hematology,(21R)-argatroban,,
http://www.wikidata.org/entity/Q1601794,parasitic infectious diseases,infectious disease,,,
http://www.wikidata.org/entity/Q1601921,annular pancreas,medical genetics,,,
http://www.wikidata.org/entity/Q1607642,Q1607642,,,,
http://www.wikidata.org/entity/Q1607658,hepatoblastoma,oncology,doxorubicin,,
http://www.wikidata.org/entity/Q1607658,hepatoblastoma,oncology,cisplatin,,
http://www.wikidata.org/entity/Q1609733,hereditary folate malabsorption,,,,
http://www.wikidata.org/entity/Q1609737,hereditary neuropathy with liability to pressure palsies,neurology,,,
http://www.wikidata.org/entity/Q1609755,hereditary fructose intolerance syndrome,endocrinology,,,
http://www.wikidata.org/entity/Q1613670,cutaneous small-vessel vasculitis,,,,
http://www.wikidata.org/entity/Q1613872,herpes B,,,infection,
http://www.wikidata.org/entity/Q1613885,herpesviral encephalitis,infectious disease,,,
http://www.wikidata.org/entity/Q1614115,hypervolemia,endocrinology,,,
http://www.wikidata.org/entity/Q1615557,adiposis dolorosa,endocrinology,,,
http://www.wikidata.org/entity/Q1617386,hidrocystoma,pathology,,,
http://www.wikidata.org/entity/Q1617658,Hyper IgM syndrome,immunology,,,
http://www.wikidata.org/entity/Q1618019,Fox-Fordyce disease,dermatology,,,
http://www.wikidata.org/entity/Q1620193,cerebral degeneration,neurology,,,
http://www.wikidata.org/entity/Q1620206,brainstem disease,neurology,,,
http://www.wikidata.org/entity/Q1620444,hematocele of tunica vaginalis testis,urology,,,
http://www.wikidata.org/entity/Q1620594,hirsutism,dermatology,,,
http://www.wikidata.org/entity/Q1621463,Molybdenum cofactor deficiency,,,,
http://www.wikidata.org/entity/Q1621830,lupus nephritis,nephrology,cyclophosphamide,,
http://www.wikidata.org/entity/Q1621830,lupus nephritis,nephrology,tacrolimus,,
http://www.wikidata.org/entity/Q1621830,lupus nephritis,nephrology,rituximab,,
http://www.wikidata.org/entity/Q1621830,lupus nephritis,nephrology,methylprednisolone,,
http://www.wikidata.org/entity/Q2553422,POEMS syndrome,oncology,,,
http://www.wikidata.org/entity/Q2555537,Lacunar amnesia,,,,
http://www.wikidata.org/entity/Q2555727,arrhythmogenic right ventricular cardiomyopathy,cardiology,,,
http://www.wikidata.org/entity/Q2556242,exotropia,ophthalmology,,,
http://www.wikidata.org/entity/Q2556531,Weissenbacher-Zweymuller syndrome,medical genetics,,,
http://www.wikidata.org/entity/Q2557206,scimitar syndrome,medical genetics,,,
http://www.wikidata.org/entity/Q2558350,Cracked nipple,,,,
http://www.wikidata.org/entity/Q2558586,angiostrongyliasis,infectious disease,,Angiostrongylus cantonensis,
http://www.wikidata.org/entity/Q2561844,facial neuralgia,neurology,,,
http://www.wikidata.org/entity/Q2561844,facial neuralgia,oral and maxillofacial surgery,,,
http://www.wikidata.org/entity/Q2562598,hemophilia B,hematology,,,
http://www.wikidata.org/entity/Q2563414,cervical incompetence,obstetrics,,,
http://www.wikidata.org/entity/Q2565270,hydranencephaly,medical genetics,,,
http://www.wikidata.org/entity/Q2565692,Abrachia,medical genetics,,,
http://www.wikidata.org/entity/Q2569523,Skumin syndrome,psychiatry,,,
http://www.wikidata.org/entity/Q2569523,Skumin syndrome,cardiac surgery,,,
http://www.wikidata.org/entity/Q2578247,juvenile myelomonocytic leukemia,oncology,,,
http://www.wikidata.org/entity/Q2580627,Masked depression,,,,
http://www.wikidata.org/entity/Q2581333,post-concussion syndrome,psychiatry,,,
http://www.wikidata.org/entity/Q2583311,tabes dorsalis,infectious disease,,,
http://www.wikidata.org/entity/Q2583514,Argentine hemorrhagic fever,infectious disease,,,headache
http://www.wikidata.org/entity/Q2583514,Argentine hemorrhagic fever,infectious disease,,,fatigue
http://www.wikidata.org/entity/Q2583514,Argentine hemorrhagic fever,infectious disease,,,fever
http://www.wikidata.org/entity/Q2583514,Argentine hemorrhagic fever,infectious disease,,,leukopenia
http://www.wikidata.org/entity/Q2583514,Argentine hemorrhagic fever,infectious disease,,,malaise
http://www.wikidata.org/entity/Q2583597,sinus arrhythmia,cardiology,,,
http://www.wikidata.org/entity/Q2589418,pasteurellosis,infectious disease,,Pasteurella multocida,
http://www.wikidata.org/entity/Q2589418,pasteurellosis,infectious disease,,Pasteurella,
http://www.wikidata.org/entity/Q2590966,cutaneous leishmaniasis,infectious disease,meglumine,,
