medicine_uri,medicine_uriLabel,ConditionsTreatedLabel
http://www.wikidata.org/entity/Q2736126,cephalothin,Escherichia coli infectious disease
http://www.wikidata.org/entity/Q2736126,cephalothin,gram-negative bacterial infection
http://www.wikidata.org/entity/Q2736135,telithromycin,
http://www.wikidata.org/entity/Q2736402,demeclocycline,acne
http://www.wikidata.org/entity/Q2736402,demeclocycline,gonorrhea
http://www.wikidata.org/entity/Q2736402,demeclocycline,pertussis
http://www.wikidata.org/entity/Q2736402,demeclocycline,urinary tract infection
http://www.wikidata.org/entity/Q2736402,demeclocycline,bacterial infectious disease
http://www.wikidata.org/entity/Q2736402,demeclocycline,inappropriate ADH syndrome
http://www.wikidata.org/entity/Q2736402,demeclocycline,gram-negative bacterial infection
http://www.wikidata.org/entity/Q2736873,alfuzosin,prostatic hypertrophy
http://www.wikidata.org/entity/Q2740966,elvitegravir,
http://www.wikidata.org/entity/Q2754775,Insulin Aspart,type-1 diabetes
http://www.wikidata.org/entity/Q2754775,Insulin Aspart,hyperglycemia
http://www.wikidata.org/entity/Q2754775,Insulin Aspart,maturity-onset diabetes of the young type 2
http://www.wikidata.org/entity/Q2757844,Sodium stibogluconate,
http://www.wikidata.org/entity/Q2757969,meglumine antimoniate,
http://www.wikidata.org/entity/Q2758338,Etidronic acid,hypercalcemia
http://www.wikidata.org/entity/Q2759348,loxoprofen,periarthritis
http://www.wikidata.org/entity/Q2760221,gemeprost,
http://www.wikidata.org/entity/Q2768526,monobenzone,vitiligo
http://www.wikidata.org/entity/Q2768526,monobenzone,pigmentation disorders
http://www.wikidata.org/entity/Q2776365,Q2776365,
http://www.wikidata.org/entity/Q2784004,amsacrine,
http://www.wikidata.org/entity/Q2823284,meclofenamic acid,pain
http://www.wikidata.org/entity/Q2823284,meclofenamic acid,inflammation
http://www.wikidata.org/entity/Q2823284,meclofenamic acid,arthritis
http://www.wikidata.org/entity/Q2823312,tiludronic acid,mammary Paget's disease
http://www.wikidata.org/entity/Q2823821,aceprometazine,
http://www.wikidata.org/entity/Q2823834,medroxyprogesterone acetate,
http://www.wikidata.org/entity/Q2853298,antimycobacterial,mycobacterium infectious disease
http://www.wikidata.org/entity/Q2858961,apremilast,multiple sclerosis
http://www.wikidata.org/entity/Q2858961,apremilast,ankylosing spondylitis
http://www.wikidata.org/entity/Q2858961,apremilast,arthritis
http://www.wikidata.org/entity/Q2858961,apremilast,psoriasis
http://www.wikidata.org/entity/Q2858961,apremilast,psoriatic arthritis
http://www.wikidata.org/entity/Q2858961,apremilast,Behçet's disease
http://www.wikidata.org/entity/Q2858961,apremilast,Guttate psoriasis
http://www.wikidata.org/entity/Q2858961,apremilast,osteoarthritis susceptibility 1
http://www.wikidata.org/entity/Q2858961,apremilast,psoriasis-related juvenile idiopathic arthritis
http://www.wikidata.org/entity/Q2862455,mequinol,
http://www.wikidata.org/entity/Q2864430,Arsthinol,
http://www.wikidata.org/entity/Q2869808,Emtricitabine/tenofovir/efavirenz,
http://www.wikidata.org/entity/Q2873270,avanafil,
http://www.wikidata.org/entity/Q2874860,Bulk-forming laxative,
http://www.wikidata.org/entity/Q2878140,bacampicillin,gonorrhea
http://www.wikidata.org/entity/Q2878140,bacampicillin,listeriosis
http://www.wikidata.org/entity/Q2878140,bacampicillin,urinary tract infection
http://www.wikidata.org/entity/Q2878140,bacampicillin,upper respiratory tract infection
http://www.wikidata.org/entity/Q2878140,bacampicillin,Escherichia coli infectious disease
http://www.wikidata.org/entity/Q2889971,benzthiazide,arterial hypertension
http://www.wikidata.org/entity/Q2889971,benzthiazide,anasarca
http://www.wikidata.org/entity/Q2889971,benzthiazide,nephrotic syndrome
http://www.wikidata.org/entity/Q2889971,benzthiazide,congestive heart failure
http://www.wikidata.org/entity/Q2902977,bilastine,
http://www.wikidata.org/entity/Q2917126,Technetium Tc-99m sestamibi,
http://www.wikidata.org/entity/Q2919537,Alglucosidase alfa,glycogen storage disease II
http://www.wikidata.org/entity/Q2919537,Alglucosidase alfa,glycogen storage disease
http://www.wikidata.org/entity/Q2924764,brexpiprazole,anxiety
http://www.wikidata.org/entity/Q2924764,brexpiprazole,psychosis
http://www.wikidata.org/entity/Q2924764,brexpiprazole,schizoaffective disorder
http://www.wikidata.org/entity/Q2928948,butoconazole,vulvovaginal candidiasis
http://www.wikidata.org/entity/Q2937681,captodiame,
http://www.wikidata.org/entity/Q2938837,cariprazine,schizophrenia
http://www.wikidata.org/entity/Q2938837,cariprazine,bipolar I disorder
http://www.wikidata.org/entity/Q2943789,nitazoxanide,giardiasis
http://www.wikidata.org/entity/Q2943789,nitazoxanide,cryptosporidiosis
http://www.wikidata.org/entity/Q2957662,activated charcoal,
http://www.wikidata.org/entity/Q2964078,chlophedianol,
http://www.wikidata.org/entity/Q2964133,chloroprocaine,pain
http://www.wikidata.org/entity/Q2979523,ramosetron,
http://www.wikidata.org/entity/Q2991856,trihexyphenidyl,Parkinson's disease
http://www.wikidata.org/entity/Q2991856,trihexyphenidyl,lingual-facial-buccal dyskinesia
http://www.wikidata.org/entity/Q2991856,trihexyphenidyl,neuroleptic extrapyramidal disorder
http://www.wikidata.org/entity/Q3008033,cyamemazine,
http://www.wikidata.org/entity/Q3009984,cefotiam,
http://www.wikidata.org/entity/Q3011604,dabrafenib,melanoma
http://www.wikidata.org/entity/Q3011604,dabrafenib,skin cancer
http://www.wikidata.org/entity/Q3011604,dabrafenib,non-small-cell lung carcinoma
http://www.wikidata.org/entity/Q3011604,dabrafenib,metastatic melanoma
http://www.wikidata.org/entity/Q3025599,dexfenfluramine,
http://www.wikidata.org/entity/Q3033497,docosanol,herpes simplex
http://www.wikidata.org/entity/Q3045264,estazolam,insomnia
http://www.wikidata.org/entity/Q3064751,Secobarbital/brallobarbital/hydroxyzine,
http://www.wikidata.org/entity/Q3065731,pyridoxal,
http://www.wikidata.org/entity/Q3074500,flumequine,
http://www.wikidata.org/entity/Q3077133,teriflunomide,multiple sclerosis
http://www.wikidata.org/entity/Q5908266,idelalisib,Waldenström's macroglobulinemia
http://www.wikidata.org/entity/Q5908266,idelalisib,diffuse large B-cell lymphoma
http://www.wikidata.org/entity/Q5908266,idelalisib,B-cell lymphoma
http://www.wikidata.org/entity/Q5940878,Recombinant factor VIIa,
http://www.wikidata.org/entity/Q5954199,hydracarbazine,
http://www.wikidata.org/entity/Q5954496,hydrazine,
http://www.wikidata.org/entity/Q5954721,hydrocortamate,
http://www.wikidata.org/entity/Q5984881,ibrutinib,leukemia
http://www.wikidata.org/entity/Q5984881,ibrutinib,central nervous system lymphoma
http://www.wikidata.org/entity/Q5984881,ibrutinib,lymphoma
http://www.wikidata.org/entity/Q5984881,ibrutinib,mantle cell lymphoma
http://www.wikidata.org/entity/Q5984881,ibrutinib,chronic lymphocytic leukemia
http://www.wikidata.org/entity/Q5984881,ibrutinib,non-Hodgkin lymphoma
http://www.wikidata.org/entity/Q5984881,ibrutinib,graft-versus-host disease
http://www.wikidata.org/entity/Q5984881,ibrutinib,Waldenström's macroglobulinemia
http://www.wikidata.org/entity/Q5984881,ibrutinib,diffuse large B-cell lymphoma
http://www.wikidata.org/entity/Q5984881,ibrutinib,B-cell lymphoma
http://www.wikidata.org/entity/Q5984881,ibrutinib,lymphoblastic leukemia
http://www.wikidata.org/entity/Q5986553,Icodextrin,anasarca
http://www.wikidata.org/entity/Q5986553,Icodextrin,end stage renal failure
http://www.wikidata.org/entity/Q5988254,Triparanol,
http://www.wikidata.org/entity/Q5991156,ifenprodil,
http://www.wikidata.org/entity/Q6003728,IMOD,
http://www.wikidata.org/entity/Q6003989,imidafenacin,
http://www.wikidata.org/entity/Q6004128,Imipenem/cilastatin,
http://www.wikidata.org/entity/Q6015666,indalpine,
http://www.wikidata.org/entity/Q6042242,Insulin Glulisine,type-1 diabetes
http://www.wikidata.org/entity/Q6046441,Interferon alfa,
http://www.wikidata.org/entity/Q6046446,Interferon alfa-n3,anogenital venereal wart
http://www.wikidata.org/entity/Q6064129,iothalamic acid,
http://www.wikidata.org/entity/Q6064187,ioversol,
http://www.wikidata.org/entity/Q6064817,ioxaglic acid,
http://www.wikidata.org/entity/Q6064819,ioxilan,
http://www.wikidata.org/entity/Q6065438,iproclozide,
http://www.wikidata.org/entity/Q6072197,irofulven,
http://www.wikidata.org/entity/Q6079042,isavuconazole,aspergillosis
http://www.wikidata.org/entity/Q6085251,isoaminile,
http://www.wikidata.org/entity/Q6085646,Isoetarine,
http://www.wikidata.org/entity/Q6095693,ivacaftor,cystic fibrosis
http://www.wikidata.org/entity/Q6457467,LCZ696,arterial hypertension
http://www.wikidata.org/entity/Q6457467,LCZ696,heart disease
http://www.wikidata.org/entity/Q6457467,LCZ696,cardiomyopathy
http://www.wikidata.org/entity/Q6457467,LCZ696,congestive heart failure
http://www.wikidata.org/entity/Q6460439,gataparsen,
http://www.wikidata.org/entity/Q6482030,Lamivudine/zidovudine,HIV/AIDS
http://www.wikidata.org/entity/Q6511829,lecozotan hydrochloride,
http://www.wikidata.org/entity/Q6521528,Lemsip,
http://www.wikidata.org/entity/Q6523037,Lenograstim,
http://www.wikidata.org/entity/Q6523413,lenvatinib,renal cell carcinoma
http://www.wikidata.org/entity/Q6523413,lenvatinib,kidney cancer
http://www.wikidata.org/entity/Q6523413,lenvatinib,thyroid medullary carcinoma
http://www.wikidata.org/entity/Q6523413,lenvatinib,Anaplastic thyroid cancer
http://www.wikidata.org/entity/Q6523413,lenvatinib,renal clear cell carcinoma
http://www.wikidata.org/entity/Q6523413,lenvatinib,"thyroid cancer, nonmedullary, 1"
http://www.wikidata.org/entity/Q6527835,Leprostatic agent,leprosy
http://www.wikidata.org/entity/Q6534827,levallorphan,
http://www.wikidata.org/entity/Q6534831,levamlodipine,
http://www.wikidata.org/entity/Q6535758,levobetaxolol,
http://www.wikidata.org/entity/Q6535779,levomilnacipran,major depressive disorders
http://www.wikidata.org/entity/Q6556102,Liotrix,
http://www.wikidata.org/entity/Q6558704,lisdexamfetamine,attention deficit hyperactivity disorder
http://www.wikidata.org/entity/Q6558704,lisdexamfetamine,narcolepsy
http://www.wikidata.org/entity/Q6577293,sulfaphenazole,
http://www.wikidata.org/entity/Q6577297,sulfamoxole,bacterial infectious disease
http://www.wikidata.org/entity/Q6577302,sulfalene,
http://www.wikidata.org/entity/Q6578796,thenalidine,
http://www.wikidata.org/entity/Q6583284,phenindamine,urticaria
http://www.wikidata.org/entity/Q6590349,perospirone,
http://www.wikidata.org/entity/Q6590424,setiptiline,
http://www.wikidata.org/entity/Q6659956,lixisenatide,
http://www.wikidata.org/entity/Q6665655,methapyrilene hydrochloride,
http://www.wikidata.org/entity/Q6665709,methdilazine,urticaria
http://www.wikidata.org/entity/Q6665709,methdilazine,atopic dermatitis
http://www.wikidata.org/entity/Q6665709,methdilazine,eczema
http://www.wikidata.org/entity/Q6665709,methdilazine,pityriasis rosea
http://www.wikidata.org/entity/Q6665709,methdilazine,allergic contact dermatitis
http://www.wikidata.org/entity/Q6666510,lodoxamide,conjunctivitis
http://www.wikidata.org/entity/Q6666510,lodoxamide,keratitis
http://www.wikidata.org/entity/Q6666510,lodoxamide,keratoconjunctivitis
http://www.wikidata.org/entity/Q6666510,lodoxamide,vernal conjunctivitis
http://www.wikidata.org/entity/Q6695342,lubiprostone,constipation
http://www.wikidata.org/entity/Q6695342,lubiprostone,irritable bowel syndrome
http://www.wikidata.org/entity/Q6696022,lucanthone,
http://www.wikidata.org/entity/Q6697358,Lucinactant,infant respiratory distress syndrome
http://www.wikidata.org/entity/Q6703005,lumacaftor,
http://www.wikidata.org/entity/Q6704977,lurtotecan,
http://www.wikidata.org/entity/Q6724151,macitentan,pulmonary embolism
http://www.wikidata.org/entity/Q6724151,macitentan,pulmonary hypertension
http://www.wikidata.org/entity/Q6724151,macitentan,connective tissue disease
http://www.wikidata.org/entity/Q6724151,macitentan,Portopulmonary hypertension
http://www.wikidata.org/entity/Q6724151,macitentan,chronic pulmonary heart disease
http://www.wikidata.org/entity/Q6750946,Mannosulfan,
http://www.wikidata.org/entity/Q6755115,Marax,
http://www.wikidata.org/entity/Q418817,etoposide,lung small cell carcinoma
http://www.wikidata.org/entity/Q418817,etoposide,"neuroblastoma, susceptibility to"
http://www.wikidata.org/entity/Q418817,etoposide,bone sarcoma
http://www.wikidata.org/entity/Q418819,exemestane,breast cancer
http://www.wikidata.org/entity/Q418819,exemestane,invasive ductal carcinoma
http://www.wikidata.org/entity/Q418850,clorazepic acid,anxiety disorder
http://www.wikidata.org/entity/Q418850,clorazepic acid,focal epilepsy
http://www.wikidata.org/entity/Q418857,acebutolol,myocardial infarction
http://www.wikidata.org/entity/Q418857,acebutolol,arterial hypertension
http://www.wikidata.org/entity/Q418857,acebutolol,angina pectoris
http://www.wikidata.org/entity/Q418857,acebutolol,ventricular fibrillation
http://www.wikidata.org/entity/Q418913,armodafinil,multiple sclerosis
http://www.wikidata.org/entity/Q418913,armodafinil,narcolepsy
http://www.wikidata.org/entity/Q418913,armodafinil,hypersomnia
http://www.wikidata.org/entity/Q418913,armodafinil,sleep-wake disorder
http://www.wikidata.org/entity/Q418928,fenfluramine,
http://www.wikidata.org/entity/Q418946,Colistin,
http://www.wikidata.org/entity/Q418970,reboxetine,
http://www.wikidata.org/entity/Q418980,Gramicidin D,
http://www.wikidata.org/entity/Q418998,flurazepam,insomnia
http://www.wikidata.org/entity/Q419008,pemoline,attention deficit hyperactivity disorder
http://www.wikidata.org/entity/Q419008,pemoline,narcolepsy
http://www.wikidata.org/entity/Q419028,chenodiol,cholestasis
http://www.wikidata.org/entity/Q419059,bethanechol,gastroesophageal reflux disease
http://www.wikidata.org/entity/Q419059,bethanechol,urinary retention
http://www.wikidata.org/entity/Q419059,bethanechol,neurogenic bladder
http://www.wikidata.org/entity/Q419079,nabilone,vomiting
http://www.wikidata.org/entity/Q419143,anastrozole,breast cancer
http://www.wikidata.org/entity/Q419143,anastrozole,invasive ductal carcinoma
http://www.wikidata.org/entity/Q419164,hydroquinone,
http://www.wikidata.org/entity/Q419175,phenacetin,pain
http://www.wikidata.org/entity/Q419175,phenacetin,hyperthermia
http://www.wikidata.org/entity/Q419186,ergotamine,migraine disorder
http://www.wikidata.org/entity/Q419215,strontium ranelate,osteoporosis
http://www.wikidata.org/entity/Q419319,bortezomib,acute myeloid leukemia
http://www.wikidata.org/entity/Q419319,bortezomib,mantle cell lymphoma
http://www.wikidata.org/entity/Q419319,bortezomib,multiple myeloma
http://www.wikidata.org/entity/Q419319,bortezomib,amyloidosis
http://www.wikidata.org/entity/Q419319,bortezomib,non-Hodgkin lymphoma
http://www.wikidata.org/entity/Q419319,bortezomib,Waldenström's macroglobulinemia
http://www.wikidata.org/entity/Q419319,bortezomib,plasmacytoma
http://www.wikidata.org/entity/Q419319,bortezomib,diffuse large B-cell lymphoma
http://www.wikidata.org/entity/Q419319,bortezomib,B-cell lymphoma
http://www.wikidata.org/entity/Q419319,bortezomib,Plasma cell leukemia
http://www.wikidata.org/entity/Q419319,bortezomib,precursor T-lymphoblastic lymphoma/leukemia
http://www.wikidata.org/entity/Q419361,butylscopolamine bromide,
http://www.wikidata.org/entity/Q419374,dipyridamole,
http://www.wikidata.org/entity/Q419375,selenium disulfide,seborrhoeic dermatitis
http://www.wikidata.org/entity/Q419375,selenium disulfide,pityriasis versicolor
http://www.wikidata.org/entity/Q419375,selenium disulfide,scalp dermatosis
http://www.wikidata.org/entity/Q419383,desflurane,pain
http://www.wikidata.org/entity/Q419394,sevoflurane,
http://www.wikidata.org/entity/Q419401,carbachol,glaucoma
http://www.wikidata.org/entity/Q419468,ciclopirox,seborrhoeic dermatitis
http://www.wikidata.org/entity/Q419468,ciclopirox,onychomycosis
http://www.wikidata.org/entity/Q419468,ciclopirox,pityriasis versicolor
http://www.wikidata.org/entity/Q419468,ciclopirox,tinea pedis
http://www.wikidata.org/entity/Q419468,ciclopirox,cutaneous candidiasis
http://www.wikidata.org/entity/Q419468,ciclopirox,Tinea
http://www.wikidata.org/entity/Q419472,pyridostigmine,myasthenia gravis
http://www.wikidata.org/entity/Q419521,ceftibuten,tonsillitis
http://www.wikidata.org/entity/Q419521,ceftibuten,otitis media
http://www.wikidata.org/entity/Q419521,ceftibuten,acute bronchitis
http://www.wikidata.org/entity/Q419521,ceftibuten,pharyngitis
http://www.wikidata.org/entity/Q419521,ceftibuten,Escherichia coli infectious disease
http://www.wikidata.org/entity/Q419521,ceftibuten,gram-negative bacterial infection
http://www.wikidata.org/entity/Q419521,ceftibuten,urinary tract infection
http://www.wikidata.org/entity/Q419550,pirenzepine,
http://www.wikidata.org/entity/Q419608,tetracaine,pain
http://www.wikidata.org/entity/Q419618,deferoxamine,thalassemia
http://www.wikidata.org/entity/Q419618,deferoxamine,myelodysplastic syndrome
http://www.wikidata.org/entity/Q419618,deferoxamine,iron overload
http://www.wikidata.org/entity/Q419618,deferoxamine,bone disease
http://www.wikidata.org/entity/Q419618,deferoxamine,corneal disease
http://www.wikidata.org/entity/Q419618,deferoxamine,beta-thalassemia HBB/LCRB
http://www.wikidata.org/entity/Q419618,deferoxamine,rare hereditary hemochromatosis
http://www.wikidata.org/entity/Q419642,Trypan blue,
http://www.wikidata.org/entity/Q419643,amineptine hydrochloride,
http://www.wikidata.org/entity/Q419646,drospirenone,
http://www.wikidata.org/entity/Q419652,danazol,endometriosis
http://www.wikidata.org/entity/Q419652,danazol,anasarca
http://www.wikidata.org/entity/Q419652,danazol,microglandular adenosis
http://www.wikidata.org/entity/Q419663,methimazole,hyperthyroidism
http://www.wikidata.org/entity/Q419663,methimazole,goiter
http://www.wikidata.org/entity/Q419663,methimazole,thyroid crisis
http://www.wikidata.org/entity/Q419724,fenofibrate,arteriosclerosis
http://www.wikidata.org/entity/Q419724,fenofibrate,coronary artery disease
http://www.wikidata.org/entity/Q419724,fenofibrate,hypertriglyceridemia
http://www.wikidata.org/entity/Q419724,fenofibrate,lipedema
http://www.wikidata.org/entity/Q419724,fenofibrate,familial hyperlipidemia
http://www.wikidata.org/entity/Q419724,fenofibrate,rare dyslipidemia
http://www.wikidata.org/entity/Q419739,triclabendazole,
http://www.wikidata.org/entity/Q419749,hexetidine,
http://www.wikidata.org/entity/Q419753,melarsoprol,
http://www.wikidata.org/entity/Q419769,bosentan,pulmonary hypertension
http://www.wikidata.org/entity/Q419808,Sapropterin,
http://www.wikidata.org/entity/Q419820,azelastine,sinusitis
http://www.wikidata.org/entity/Q419820,azelastine,vasomotor rhinitis
http://www.wikidata.org/entity/Q419820,azelastine,seasonal allergic rhinitis
http://www.wikidata.org/entity/Q419820,azelastine,giant papillary conjunctivitis
http://www.wikidata.org/entity/Q7383611,ruxolitinib,essential thrombocytosis
http://www.wikidata.org/entity/Q7383611,ruxolitinib,thrombogavitis
http://www.wikidata.org/entity/Q7383611,ruxolitinib,myelofibrosis
http://www.wikidata.org/entity/Q7383611,ruxolitinib,hematopoietic system diseases
http://www.wikidata.org/entity/Q7397389,sacrosidase,
http://www.wikidata.org/entity/Q7398833,Safrazine,
http://www.wikidata.org/entity/Q7424081,Sarilumab,
http://www.wikidata.org/entity/Q7444755,Secukinumab,ankylosing spondylitis
http://www.wikidata.org/entity/Q7448840,selumetinib,
http://www.wikidata.org/entity/Q7449140,semaxanib,
http://www.wikidata.org/entity/Q7455005,Sermorelin,infertility
http://www.wikidata.org/entity/Q7517689,simeprevir,liver cirrhosis
http://www.wikidata.org/entity/Q7517689,simeprevir,hepatitis C
http://www.wikidata.org/entity/Q7521885,sincalide,
http://www.wikidata.org/entity/Q7522394,Sinecatechins,anogenital venereal wart
http://www.wikidata.org/entity/Q7530673,Sirukumab,
http://www.wikidata.org/entity/Q7531599,Sitagliptin/metformin,
http://www.wikidata.org/entity/Q7553300,Sodium cellulose phosphate,
http://www.wikidata.org/entity/Q7553318,Sodium ferric gluconate complex,anemia
http://www.wikidata.org/entity/Q7553318,Sodium ferric gluconate complex,iron deficiency anemia
http://www.wikidata.org/entity/Q7553347,sodium oxybate,narcolepsy
http://www.wikidata.org/entity/Q7553347,sodium oxybate,chronic fatigue syndrome
http://www.wikidata.org/entity/Q7553347,sodium oxybate,fibromyalgia
http://www.wikidata.org/entity/Q7553347,sodium oxybate,hypersomnia
http://www.wikidata.org/entity/Q7553347,sodium oxybate,Ganguester
http://www.wikidata.org/entity/Q7553347,sodium oxybate,insomnia
http://www.wikidata.org/entity/Q7553347,sodium oxybate,sleep-wake disorder
http://www.wikidata.org/entity/Q7553358,sodium phenylbutyrate,cystic fibrosis
http://www.wikidata.org/entity/Q7553358,sodium phenylbutyrate,sickle-cell disease
http://www.wikidata.org/entity/Q7553358,sodium phenylbutyrate,urea cycle disorder
http://www.wikidata.org/entity/Q7553358,sodium phenylbutyrate,myeloproliferative disorders
http://www.wikidata.org/entity/Q7553358,sodium phenylbutyrate,beta thalassemia
http://www.wikidata.org/entity/Q7553377,Sodium tetradecyl sulfate,varicose veins
http://www.wikidata.org/entity/Q7559307,Somatrem,Prader–Willi syndrome
http://www.wikidata.org/entity/Q7559307,Somatrem,cachexia
http://www.wikidata.org/entity/Q7559307,Somatrem,congestive heart failure
http://www.wikidata.org/entity/Q7577792,spiraprilat,
http://www.wikidata.org/entity/Q7597226,carbidopa / levodopa / entacapone,
http://www.wikidata.org/entity/Q7611141,stepronin,
http://www.wikidata.org/entity/Q7633903,Sudocrem,
http://www.wikidata.org/entity/Q7636169,sulfacytine,urinary tract infection
http://www.wikidata.org/entity/Q7636169,sulfacytine,gram-negative bacterial infection
http://www.wikidata.org/entity/Q7636496,Sulodexide,
http://www.wikidata.org/entity/Q7650517,suvorexant,insomnia
http://www.wikidata.org/entity/Q7650517,suvorexant,sleep-wake disorder
http://www.wikidata.org/entity/Q7679506,taliglucerase alfa,
http://www.wikidata.org/entity/Q7679524,Talimogene laherparepvec,melanoma
http://www.wikidata.org/entity/Q7679533,talinolol,
http://www.wikidata.org/entity/Q7681221,tamibarotene,
http://www.wikidata.org/entity/Q7685008,Tar water,
http://www.wikidata.org/entity/Q7687250,tasimelteon,
http://www.wikidata.org/entity/Q7688907,tauroursodeoxycholic acid,
http://www.wikidata.org/entity/Q7692228,Technetium (99mTc) medronic acid,
http://www.wikidata.org/entity/Q7692231,Technetium Tc-99m tetrofosmin,
http://www.wikidata.org/entity/Q7692232,Technetium (99mTc) tilmanocept,
http://www.wikidata.org/entity/Q7692792,tecovirimat,
http://www.wikidata.org/entity/Q7694156,teduglutide,short bowel syndrome
http://www.wikidata.org/entity/Q7695658,telavancin,bacterial pneumonia
http://www.wikidata.org/entity/Q7697766,Telmisartan/hydrochlorothiazide,arterial hypertension
http://www.wikidata.org/entity/Q7698204,Temoporfin,
http://www.wikidata.org/entity/Q7699074,temsirolimus,mantle cell lymphoma
http://www.wikidata.org/entity/Q7699074,temsirolimus,renal cell carcinoma
http://www.wikidata.org/entity/Q7699074,temsirolimus,kidney cancer
http://www.wikidata.org/entity/Q7700570,atenolol/chlorthalidone,arterial hypertension
http://www.wikidata.org/entity/Q7700570,atenolol/chlorthalidone,heart arrhythmia
http://www.wikidata.org/entity/Q7700570,atenolol/chlorthalidone,heart disease
http://www.wikidata.org/entity/Q7700570,atenolol/chlorthalidone,atrial fibrillation
http://www.wikidata.org/entity/Q7701687,Terconazole,vulvovaginal candidiasis
http://www.wikidata.org/entity/Q7702355,terguride,
http://www.wikidata.org/entity/Q7705415,Tesamorelin,
http://www.wikidata.org/entity/Q7706206,Tetrabamate,
http://www.wikidata.org/entity/Q7799637,thymopentin,
http://www.wikidata.org/entity/Q7801054,ticrynafen,
http://www.wikidata.org/entity/Q7808830,Tipifarnib,
http://www.wikidata.org/entity/Q7810457,tivozanib,
http://www.wikidata.org/entity/Q7810486,tixocortol,
http://www.wikidata.org/entity/Q7814101,tolazamide,maturity-onset diabetes of the young type 2
http://www.wikidata.org/entity/Q7814620,tolrestat,
http://www.wikidata.org/entity/Q7833138,trametinib,melanoma
http://www.wikidata.org/entity/Q7833138,trametinib,non-small-cell lung carcinoma
http://www.wikidata.org/entity/Q7833138,trametinib,metastatic melanoma
http://www.wikidata.org/entity/Q7838098,Tremelimumab,
http://www.wikidata.org/entity/Q7838633,Treo,
http://www.wikidata.org/entity/Q7838652,treosulfan,
http://www.wikidata.org/entity/Q7841414,tridihexethyl,
http://www.wikidata.org/entity/Q7842199,trimethobenzamide,vomiting
http://www.wikidata.org/entity/Q7842200,Polymyxin B sulfate/trimethoprim,
http://www.wikidata.org/entity/Q7842225,trimetrexate,pneumocystosis
http://www.wikidata.org/entity/Q7842238,Trimix,
http://www.wikidata.org/entity/Q7844989,Troglitazone,maturity-onset diabetes of the young type 2
http://www.wikidata.org/entity/Q7846702,Troxacitabine,
http://www.wikidata.org/entity/Q7852695,Tums,
http://www.wikidata.org/entity/Q7860340,Tyloxapol,pulmonary immaturity
http://www.wikidata.org/entity/Q7879029,Ulinastatin,
http://www.wikidata.org/entity/Q7879715,Ulobetasol,
http://www.wikidata.org/entity/Q7902662,Uterotonic,
http://www.wikidata.org/entity/Q7907692,VZV immune globulin,
http://www.wikidata.org/entity/Q7908310,vadimezan,
http://www.wikidata.org/entity/Q7912593,Valrubicin,bladder cancer
http://www.wikidata.org/entity/Q7914515,vandetanib,thyroid cancer
http://www.wikidata.org/entity/Q419822,promazine,vomiting
http://www.wikidata.org/entity/Q419822,promazine,schizophreniform disorder
http://www.wikidata.org/entity/Q419824,phenoxybenzamine,arterial hypertension
http://www.wikidata.org/entity/Q419824,phenoxybenzamine,urinary incontinence
http://www.wikidata.org/entity/Q419824,phenoxybenzamine,malignant hypertension
http://www.wikidata.org/entity/Q419824,phenoxybenzamine,bladder neck obstruction
http://www.wikidata.org/entity/Q419824,phenoxybenzamine,urethral obstruction
http://www.wikidata.org/entity/Q419832,sitagliptin,type-1 diabetes
http://www.wikidata.org/entity/Q419832,sitagliptin,maturity-onset diabetes of the young type 2
http://www.wikidata.org/entity/Q419841,(3aS)-Palonosetron,
http://www.wikidata.org/entity/Q419849,Fludeoxyglucose (18F),
http://www.wikidata.org/entity/Q419890,(+-)-flurbiprofen,osteoarthritis
http://www.wikidata.org/entity/Q419890,(+-)-flurbiprofen,inflammation
http://www.wikidata.org/entity/Q419890,(+-)-flurbiprofen,rheumatoid arthritis
http://www.wikidata.org/entity/Q419890,(+-)-flurbiprofen,olosis
http://www.wikidata.org/entity/Q419890,(+-)-flurbiprofen,cystoid macular edema
http://www.wikidata.org/entity/Q419921,tripotassium citrate,hypokalemia
http://www.wikidata.org/entity/Q419921,tripotassium citrate,renal tubular acidosis
http://www.wikidata.org/entity/Q419921,tripotassium citrate,nephrolithiasis
http://www.wikidata.org/entity/Q419926,tiaprofenic acid,
http://www.wikidata.org/entity/Q419935,Octreotide,acromegaly
http://www.wikidata.org/entity/Q419935,Octreotide,pancreatic cancer
http://www.wikidata.org/entity/Q419935,Octreotide,carcinoid syndrome
http://www.wikidata.org/entity/Q419935,Octreotide,carcinoid tumor
http://www.wikidata.org/entity/Q419935,Octreotide,neuroendocrine carcinoma
http://www.wikidata.org/entity/Q419935,Octreotide,pituitary carcinoma
http://www.wikidata.org/entity/Q419935,Octreotide,follicular adenoma
http://www.wikidata.org/entity/Q419939,doxazosin,arterial hypertension
http://www.wikidata.org/entity/Q419939,doxazosin,prostatic hypertrophy
http://www.wikidata.org/entity/Q419939,doxazosin,urinary retention
http://www.wikidata.org/entity/Q419940,dasatinib,
http://www.wikidata.org/entity/Q419944,moxonidine,
http://www.wikidata.org/entity/Q419948,torsemide,arterial hypertension
http://www.wikidata.org/entity/Q419948,torsemide,liver cirrhosis
http://www.wikidata.org/entity/Q419948,torsemide,anasarca
http://www.wikidata.org/entity/Q419948,torsemide,nephrotic syndrome
