subject,predicate,object
" ""adrenal cortex cancer"" ", Specialty ," ""oncology"" "
" ""bladder neck cancer"" ", Specialty ," ""oncology"" "
" ""germ cell and embryonal neoplasms"" ", Specialty ," ""oncology"" "
" ""intracranial structure hemangioma"" ", Specialty ," ""oncology"" "
" ""giant-cell tumor of bone"" ", Specialty ," ""oncology"" "
" ""metanephric adenoma"" ", Specialty ," ""oncology"" "
" ""cocarcinogenesis"" ", Specialty ," ""oncology"" "
" ""in situ carcinoma"" ", Specialty ," ""oncology"" "
" ""sweat gland neoplasm"" ", Specialty ," ""oncology"" "
" ""adenomyoma"" ", Specialty ," ""oncology"" "
" ""Kimura disease"" ", Specialty ," ""oncology"" "
" ""bronchus carcinoma"" ", Specialty ," ""oncology"" "
" ""systemic mastocytosis"" ", Specialty ," ""oncology"" "
" ""colorectal neoplasm"" ", Specialty ," ""oncology"" "
" ""uterine neoplasm"" ", Specialty ," ""oncology"" "
" ""oral cavity neoplasm"" ", Specialty ," ""oncology"" "
" ""chronic erythremia"" ", Specialty ," ""oncology"" "
" ""pituitary cancer"" ", Specialty ," ""oncology"" "
" ""mucinous adenocarcinoma"" ", Specialty ," ""oncology"" "
" ""ACTH-secreting pituitary adenoma"" ", Specialty ," ""oncology"" "
" ""malignant tumor of undescended testis"" ", Specialty ," ""oncology"" "
" ""salivary gland adenoid cystic carcinoma"" ", Specialty ," ""oncology"" "
" ""mesoblastic nephroma"" ", Specialty ," ""oncology"" "
" ""cementoma"" ", Specialty ," ""oncology"" "
" ""rhabdoid tumor"" ", Specialty ," ""oncology"" "
" ""epiglottis cancer"" ", Specialty ," ""oncology"" "
" ""osteoblastoma"" ", Specialty ," ""oncology"" "
" ""myxoid leiomyosarcoma"" ", Specialty ," ""oncology"" "
" ""renal clear cell carcinoma"" ", Specialty ," ""oncology"" "
" ""acanthoma"" ", Specialty ," ""oncology"" "
" ""tonsillar fossa cancer"" ", Specialty ," ""oncology"" "
" ""composite lymphoma"" ", Specialty ," ""oncology"" "
" ""parathyroid adenoma"" ", Specialty ," ""oncology"" "
" ""perivascular epithelioid cell neoplasm"" ", Specialty ," ""oncology"" "
" ""kidney neoplasm"" ", Specialty ," ""oncology"" "
" ""femoral cancer"" ", Specialty ," ""oncology"" "
" ""adult oligodendroglioma"" ", Specialty ," ""oncology"" "
" ""adrenocortical carcinoma"" ", Specialty ," ""oncology"" "
" ""microcystic meningioma"" ", Specialty ," ""oncology"" "
" ""skin pilomatrix carcinoma"" ", Specialty ," ""oncology"" "
" ""basosquamous carcinoma"" ", Specialty ," ""oncology"" "
" ""skin squamous cell carcinoma"" ", Specialty ," ""oncology"" "
" ""lip cancer"" ", Specialty ," ""oncology"" "
" ""vulvar cancer"" ", Specialty ," ""oncology"" "
" ""castration-resistant prostatic neoplasm"" ", Specialty ," ""oncology"" "
" ""sigmoid neoplasm"" ", Specialty ," ""oncology"" "
" ""Sertoli-Leydig cell tumor"" ", Specialty ," ""oncology"" "
" ""neurofibroma"" ", Specialty ," ""oncology"" "
" ""ethmoid sinus cancer"" ", Specialty ," ""oncology"" "
" ""Ewing's sarcoma"" ", Specialty ," ""oncology"" "
" ""Hidradenoma"" ", Specialty ," ""oncology"" "
" ""colorectal cancer"" ", Specialty ," ""oncology"" "
" ""ameloblastoma"" ", Specialty ," ""oncology"" "
" ""placental site trophoblastic tumor"" ", Specialty ," ""oncology"" "
" ""germinoma"" ", Specialty ," ""oncology"" "
" ""pyriform sinus cancer"" ", Specialty ," ""oncology"" "
" ""female breast upper-outer quadrant cancer"" ", Specialty ," ""oncology"" "
" ""struma ovarii"" ", Specialty ," ""oncology"" "
" ""lymphoblastic leukemia"" ", Specialty ," ""oncology"" "
" ""metastasis"" ", Specialty ," ""oncology"" "
" ""malignant pleural mesothelioma"" ", Specialty ," ""oncology"" "
" ""desmoplastic medulloblastoma"" ", Specialty ," ""oncology"" "
" ""occipital lobe neoplasm"" ", Specialty ," ""oncology"" "
" ""anal carcinoma"" ", Specialty ," ""oncology"" "
" ""female breast cancer"" ", Specialty ," ""oncology"" "
" ""lower gum cancer"" ", Specialty ," ""oncology"" "
" ""pulmonary blastoma"" ", Specialty ," ""oncology"" "
" ""leiomyosarcoma"" ", Specialty ," ""oncology"" "
" ""urethral cancer"" ", Specialty ," ""oncology"" "
" ""uterine cancer"" ", Specialty ," ""oncology"" "
" ""uterine cervix neoplasm"" ", Specialty ," ""oncology"" "
" ""fibrosarcoma"" ", Specialty ," ""oncology"" "
" ""Adnexal and skin appendage neoplasms"" ", Specialty ," ""oncology"" "
" ""olfactory groove meningioma"" ", Specialty ," ""oncology"" "
" ""Nevus of Ito"" ", Specialty ," ""oncology"" "
" ""histiocytoid hemangioma"" ", Specialty ," ""oncology"" "
" ""myofibroma"" ", Specialty ," ""oncology"" "
" ""plexiform neurofibroma"" ", Specialty ," ""oncology"" "
" ""endocrine gland cancer"" ", Specialty ," ""oncology"" "
" ""skin neoplasm"" ", Specialty ," ""oncology"" "
" ""spinal meningioma"" ", Specialty ," ""oncology"" "
" ""brain cancer"" ", Specialty ," ""oncology"" "
" ""parathyroid carcinoma"" ", Specialty ," ""oncology"" "
" ""sebaceous carcinoma"" ", Specialty ," ""oncology"" "
" ""Denys-Drash syndrome"" ", Specialty ," ""oncology"" "
" ""B-cell prolymphocytic leukemia"" ", Specialty ," ""oncology"" "
" ""breast ductal carcinoma"" ", Specialty ," ""oncology"" "
" ""cerebrum cancer"" ", Specialty ," ""oncology"" "
" ""Glassy cell carcinoma of the cervix"" ", Specialty ," ""oncology"" "
" ""aggressive systemic mastocytosis"" ", Specialty ," ""oncology"" "
" ""mesothelioma"" ", Specialty ," ""oncology"" "
" ""Fibrolamellar hepatocellular carcinoma"" ", Specialty ," ""oncology"" "
" ""embryonal carcinoma"" ", Specialty ," ""oncology"" "
" ""thyroid cancer"" ", Specialty ," ""oncology"" "
" ""respiratory system cancer"" ", Specialty ," ""oncology"" "
" ""angiokeratoma"" ", Specialty ," ""oncology"" "
" ""cervical cancer"" ", Specialty ," ""oncology"" "
" ""clear cell carcinoma"" ", Specialty ," ""oncology"" "
" ""cecum cancer"" ", Specialty ," ""oncology"" "
" ""interdigitating dendritic cell sarcoma"" ", Specialty ," ""oncology"" "
" ""papillary cystadenocarcinoma"" ", Specialty ," ""oncology"" "
" ""thymic carcinoma"" ", Specialty ," ""oncology"" "
" ""capillary hemangioma"" ", Specialty ," ""oncology"" "
" ""paranasal sinus neoplasm"" ", Specialty ," ""oncology"" "
" ""non-gestational choriocarcinoma"" ", Specialty ," ""oncology"" "
" ""sacrococcygeal teratoma"" ", Specialty ," ""oncology"" "
" ""Waldenström's macroglobulinemia"" ", Specialty ," ""oncology"" "
" ""duodenal neoplasm"" ", Specialty ," ""oncology"" "
" ""choroid cancer"" ", Specialty ," ""oncology"" "
" ""prolymphocytic leukemia"" ", Specialty ," ""oncology"" "
" ""breast neoplasm"" ", Specialty ," ""oncology"" "
" ""Vestibular schwannoma"" ", Specialty ," ""oncology"" "
" ""T-cell leukemia"" ", Specialty ," ""oncology"" "
" ""pericardium cancer"" ", Specialty ," ""oncology"" "
" ""pigmented spindle cell nevus"" ", Specialty ," ""oncology"" "
" ""AIDS-related lymphoma"" ", Specialty ," ""oncology"" "
" ""prostate neoplasm"" ", Specialty ," ""oncology"" "
" ""sclerosing hemangioma"" ", Specialty ," ""oncology"" "
" ""dysplastic nevus syndrome"" ", Specialty ," ""oncology"" "
" ""appendiceal neoplasm"" ", Specialty ," ""oncology"" "
" ""malignant neoplasm of short bones of lower limb"" ", Specialty ," ""oncology"" "
" ""anus neoplasm"" ", Specialty ," ""oncology"" "
" ""colonic neoplasm"" ", Specialty ," ""oncology"" "
" ""clear cell acanthoma"" ", Specialty ," ""oncology"" "
" ""skin melanoma"" ", Specialty ," ""oncology"" "
" ""bladder trigone cancer"" ", Specialty ," ""oncology"" "
" ""chondrosarcoma"" ", Specialty ," ""oncology"" "
" ""pituitary adenoma"" ", Specialty ," ""oncology"" "
" ""gastric fundus cancer"" ", Specialty ," ""oncology"" "
" ""labium majus cancer"" ", Specialty ," ""oncology"" "
" ""pancreatic cyst"" ", Specialty ," ""oncology"" "
" ""pulmonary sclerosing hemangioma"" ", Specialty ," ""oncology"" "
" ""bile duct adenoma"" ", Specialty ," ""oncology"" "
" ""epididymis cancer"" ", Specialty ," ""oncology"" "
" ""solitary fibrous tumor"" ", Specialty ," ""oncology"" "
" ""oxyphilic adenoma"" ", Specialty ," ""oncology"" "
" ""labia minora cancer"" ", Specialty ," ""oncology"" "
" ""cardia cancer"" ", Specialty ," ""oncology"" "
" ""benign breast phyllodes tumor"" ", Specialty ," ""oncology"" "
" ""lacrimal gland cancer"" ", Specialty ," ""oncology"" "
" ""large-cell immunoblastic lymphoma"" ", Specialty ," ""oncology"" "
" ""chromophobe adenoma"" ", Specialty ," ""oncology"" "
" ""intraorbital meningioma"" ", Specialty ," ""oncology"" "
" ""subacute monocytic leukemia"" ", Specialty ," ""oncology"" "
" ""melanotic medulloblastoma"" ", Specialty ," ""oncology"" "
" ""esophageal cyst"" ", Specialty ," ""oncology"" "
" ""mixed glioma"" ", Specialty ," ""oncology"" "
" ""cellular ependymoma"" ", Specialty ," ""oncology"" "
" ""otorhinolaryngologic neoplasm"" ", Specialty ," ""oncology"" "
" ""T-cell prolymphocytic leukemia"" ", Specialty ," ""oncology"" "
" ""glottis cancer"" ", Specialty ," ""oncology"" "
" ""tongue squamous cell carcinoma"" ", Specialty ," ""oncology"" "
" ""frontal sinus cancer"" ", Specialty ," ""oncology"" "
" ""female breast axillary tail cancer"" ", Specialty ," ""oncology"" "
" ""insulinoma"" ", Specialty ," ""oncology"" "
" ""intrahepatic cholangiocarcinoma"" ", Specialty ," ""oncology"" "
" ""Lynch syndrome"" ", Specialty ," ""oncology"" "
" ""acinar cell carcinoma"" ", Specialty ," ""oncology"" "
" ""cholangiocarcinoma"" ", Specialty ," ""oncology"" "
" ""subacute leukemia"" ", Specialty ," ""oncology"" "
" ""solitary mastocytoma"" ", Specialty ," ""oncology"" "
" ""serous cystadenocarcinoma"" ", Specialty ," ""oncology"" "
" ""alveolar rhabdomyosarcoma"" ", Specialty ," ""oncology"" "
" ""retinoblastoma"" ", Specialty ," ""oncology"" "
" ""synovial sarcoma"" ", Specialty ," ""oncology"" "
" ""tracheal neoplasm"" ", Specialty ," ""oncology"" "
" ""thymus cancer"" ", Specialty ," ""oncology"" "
" ""malignant fibrous histiocytoma"" ", Specialty ," ""oncology"" "
" ""cystic nephroma"" ", Specialty ," ""oncology"" "
" ""benign meningioma"" ", Specialty ," ""oncology"" "
" ""colon carcinoma in situ"" ", Specialty ," ""oncology"" "
" ""chronic myelomonocytic leukemia"" ", Specialty ," ""oncology"" "
" ""glomangioma"" ", Specialty ," ""oncology"" "
" ""peritoneal carcinoma"" ", Specialty ," ""oncology"" "
" ""intraductal carcinoma"" ", Specialty ," ""oncology"" "
" ""nasal cavity cancer"" ", Specialty ," ""oncology"" "
" ""Nevi and melanomas"" ", Specialty ," ""oncology"" "
" ""Anaplastic oligodendroglioma"" ", Specialty ," ""oncology"" "
" ""teratoma"" ", Specialty ," ""oncology"" "
" ""cutaneous T cell lymphoma"" ", Specialty ," ""oncology"" "
" ""anaplastic astrocytoma"" ", Specialty ," ""oncology"" "
" ""pituitary neoplasm"" ", Specialty ," ""oncology"" "
" ""spinal cancer"" ", Specialty ," ""oncology"" "
" ""bone cancer"" ", Specialty ," ""oncology"" "
" ""scrotal cancer"" ", Specialty ," ""oncology"" "
" ""Zanca syndrome"" ", Specialty ," ""oncology"" "
" ""tongue cancer"" ", Specialty ," ""oncology"" "
" ""male breast cancer"" ", Specialty ," ""oncology"" "
" ""choroid plexus papilloma"" ", Specialty ," ""oncology"" "
" ""surface epithelial-stromal tumor"" ", Specialty ," ""oncology"" "
" ""esophageal neoplasm"" ", Specialty ," ""oncology"" "
" ""Precursor B-cell lymphoblastic leukemia"" ", Specialty ," ""oncology"" "
" ""non-small-cell lung carcinoma"" ", Specialty ," ""oncology"" "
" ""collecting duct carcinoma"" ", Specialty ," ""oncology"" "
" ""meningioma"" ", Specialty ," ""oncology"" "
" ""gemistocytic astrocytoma"" ", Specialty ," ""oncology"" "
" ""Waldeyer's ring cancer"" ", Specialty ," ""oncology"" "
" ""Cowden syndrome 1"" ", Specialty ," ""oncology"" "
" ""retinal cancer"" ", Specialty ," ""oncology"" "
" ""heavy chain disease"" ", Specialty ," ""oncology"" "
" ""ocular paraneoplastic syndrome"" ", Specialty ," ""oncology"" "
" ""Chronic phase chronic myelogenous leukemia"" ", Specialty ," ""oncology"" "
" ""parametrium malignant neoplasm"" ", Specialty ," ""oncology"" "
" ""gastrointestinal stromal tumor"" ", Specialty ," ""oncology"" "
" ""hypopharynx cancer"" ", Specialty ," ""oncology"" "
" ""Poorly differentiated thyroid cancer"" ", Specialty ," ""oncology"" "
" ""paraneoplastic endocrine syndrome"" ", Specialty ," ""oncology"" "
" ""female breast nipple and areola cancer"" ", Specialty ," ""oncology"" "
" ""aryepiglottic fold cancer"" ", Specialty ," ""oncology"" "
" ""MALT lymphoma"" ", Specialty ," ""oncology"" "
" ""neurilemmoma"" ", Specialty ," ""oncology"" "
" ""Plasma cell leukemia"" ", Specialty ," ""oncology"" "
" ""fallopian tube carcinoma"" ", Specialty ," ""oncology"" "
" ""Carney complex"" ", Specialty ," ""oncology"" "
" ""Muir-Torre syndrome"" ", Specialty ," ""oncology"" "
" ""ovarian neoplasm"" ", Specialty ," ""oncology"" "
" ""epithelioid leiomyoma"" ", Specialty ," ""oncology"" "
" ""thyroid adenoma"" ", Specialty ," ""oncology"" "
" ""myeloproliferative disorders"" ", Specialty ," ""oncology"" "
" ""bladder cancer"" ", Specialty ," ""oncology"" "
" ""urinary bladder posterior wall cancer"" ", Specialty ," ""oncology"" "
" ""anaplastic large-cell lymphoma"" ", Specialty ," ""oncology"" "
" ""parietal lobe malignant  neoplasm"" ", Specialty ," ""oncology"" "
" ""malignant ovarian Brenner tumor"" ", Specialty ," ""oncology"" "
" ""submandibular gland cancer"" ", Specialty ," ""oncology"" "
" ""optic nerve glioma"" ", Specialty ," ""oncology"" "
" ""ganglioneuroma"" ", Specialty ," ""oncology"" "
" ""follicular dendritic cell sarcoma"" ", Specialty ," ""oncology"" "
" ""myeloid leukemia"" ", Specialty ," ""oncology"" "
" ""main bronchus cancer"" ", Specialty ," ""oncology"" "
" ""gliosarcoma"" ", Specialty ," ""oncology"" "
" ""adenosarcoma"" ", Specialty ," ""oncology"" "
" ""esthesioneuroblastoma"" ", Specialty ," ""oncology"" "
" ""breast malignant phyllodes tumor"" ", Specialty ," ""oncology"" "
" ""breast fibroadenoma"" ", Specialty ," ""oncology"" "
" ""small cell sarcoma"" ", Specialty ," ""oncology"" "
" ""ossifying fibroma"" ", Specialty ," ""oncology"" "
" ""uterine corpus cancer"" ", Specialty ," ""oncology"" "
" ""stomach neoplasm"" ", Specialty ," ""oncology"" "
" ""renal pelvis carcinoma"" ", Specialty ," ""oncology"" "
" ""Adenomyoepithelioma of the breast"" ", Specialty ," ""oncology"" "
" ""ganglioglioma"" ", Specialty ," ""oncology"" "
" ""vallecula cancer"" ", Specialty ," ""oncology"" "
" ""mandibular cancer"" ", Specialty ," ""oncology"" "
" ""neuroectodermal tumor"" ", Specialty ," ""oncology"" "
" ""iris cancer"" ", Specialty ," ""oncology"" "
" ""POEMS syndrome"" ", Specialty ," ""oncology"" "
" ""papillary adenocarcinoma"" ", Specialty ," ""oncology"" "
" ""meningeal carcinomatosis"" ", Specialty ," ""oncology"" "
" ""Perianal gland tumor"" ", Specialty ," ""oncology"" "
" ""penile cancer"" ", Specialty ," ""oncology"" "
" ""liver angiosarcoma"" ", Specialty ," ""oncology"" "
" ""choroid plexus neoplasm"" ", Specialty ," ""oncology"" "
" ""histiocytoma"" ", Specialty ," ""oncology"" "
" ""Leydig cell tumor"" ", Specialty ," ""oncology"" "
" ""lobular neoplasia"" ", Specialty ," ""oncology"" "
" ""B-cell lymphoma"" ", Specialty ," ""oncology"" "
" ""thoracic cancer"" ", Specialty ," ""oncology"" "
" ""multiple hamartoma syndrome"" ", Specialty ," ""oncology"" "
" ""Immature teratoma"" ", Specialty ," ""oncology"" "
" ""neurilemmomatosis"" ", Specialty ," ""oncology"" "
" ""pharyngeal cancer"" ", Specialty ," ""oncology"" "
" ""peritoneal carcinomatosis"" ", Specialty ," ""oncology"" "
" ""Hodgkin's paragranuloma"" ", Specialty ," ""oncology"" "
" ""ascending colon cancer"" ", Specialty ," ""oncology"" "
" ""in situ pulmonary adenocarcinoma"" ", Specialty ," ""oncology"" "
" ""cutaneous Paget's disease"" ", Specialty ," ""oncology"" "
" ""aggressive fibromatosis"" ", Specialty ," ""oncology"" "
" ""hypothalamic neoplasm"" ", Specialty ," ""oncology"" "
" ""male reproductive organ cancer"" ", Specialty ," ""oncology"" "
" ""invasive lobular carcinoma"" ", Specialty ," ""oncology"" "
" ""cornea cancer"" ", Specialty ," ""oncology"" "
" ""peritoneal mesothelioma"" ", Specialty ," ""oncology"" "
" ""gastrointestinal neoplasm"" ", Specialty ," ""oncology"" "
" ""meningothelial meningioma"" ", Specialty ," ""oncology"" "
" ""penis carcinoma in situ"" ", Specialty ," ""oncology"" "
" ""cavernous hemangioma"" ", Specialty ," ""oncology"" "
" ""squamous cell carcinoma"" ", Specialty ," ""oncology"" "
" ""avian sarcoma"" ", Specialty ," ""oncology"" "
" ""retromolar area cancer"" ", Specialty ," ""oncology"" "
" ""childhood oligodendroglioma"" ", Specialty ," ""oncology"" "
" ""Intraocular lymphoma"" ", Specialty ," ""oncology"" "
" ""pancreatic cancer"" ", Specialty ," ""oncology"" "
" ""adenomatoid tumor"" ", Specialty ," ""oncology"" "
" ""bile duct cancer"" ", Specialty ," ""oncology"" "
" ""alpha chain disease"" ", Specialty ," ""oncology"" "
" ""salivary gland cancer"" ", Specialty ," ""oncology"" "
" ""dysplasia"" ", Specialty ," ""oncology"" "
" ""hepatic flexure cancer"" ", Specialty ," ""oncology"" "
" ""astroblastoma"" ", Specialty ," ""oncology"" "
" ""thyroid medullary carcinoma"" ", Specialty ," ""oncology"" "
" ""lung carcinoma"" ", Specialty ," ""oncology"" "
" ""skin cancer"" ", Specialty ," ""oncology"" "
" ""glans penis cancer"" ", Specialty ," ""oncology"" "
" ""disease of cellular proliferation"" ", Specialty ," ""oncology"" "
" ""mediastinal cyst"" ", Specialty ," ""oncology"" "
" ""skull cancer"" ", Specialty ," ""oncology"" "
" ""papillary craniopharyngioma"" ", Specialty ," ""oncology"" "
" ""abdominal cancer"" ", Specialty ," ""oncology"" "
" ""chondroblastoma"" ", Specialty ," ""oncology"" "
" ""pelvic neoplasm"" ", Specialty ," ""oncology"" "
" ""respiratory tract neoplasm"" ", Specialty ," ""oncology"" "
" ""clitoris cancer"" ", Specialty ," ""oncology"" "
" ""pylorus cancer"" ", Specialty ," ""oncology"" "
" ""appendix cancer"" ", Specialty ," ""oncology"" "
" ""uveal melanoma"" ", Specialty ," ""oncology"" "
" ""Pinealoma"" ", Specialty ," ""oncology"" "
" ""acute monocytic leukemia"" ", Specialty ," ""oncology"" "
" ""posterior mediastinum cancer"" ", Specialty ," ""oncology"" "
" ""Hormone-sensitive cancer"" ", Specialty ," ""oncology"" "
" ""glucagonoma"" ", Specialty ," ""oncology"" "
" ""adrenocortical adenoma"" ", Specialty ," ""oncology"" "
" ""osteoid osteoma"" ", Specialty ," ""oncology"" "
" ""paraneoplastic syndrome"" ", Specialty ," ""oncology"" "
" ""lung small cell carcinoma"" ", Specialty ," ""oncology"" "
" ""anal margin squamous cell carcinoma"" ", Specialty ," ""oncology"" "
" ""Acute biphenotypic leukaemia"" ", Specialty ," ""oncology"" "
" ""leiomyoma"" ", Specialty ," ""oncology"" "
" ""juvenile myelomonocytic leukemia"" ", Specialty ," ""oncology"" "
" ""small intestine cancer"" ", Specialty ," ""oncology"" "
" ""gallbladder cancer"" ", Specialty ," ""oncology"" "
" ""desmoplastic small-round-cell tumor"" ", Specialty ," ""oncology"" "
" ""adenosquamous carcinoma"" ", Specialty ," ""oncology"" "
" ""brain neoplasm"" ", Specialty ," ""oncology"" "
" ""small cell carcinoma"" ", Specialty ," ""oncology"" "
" ""microcystic adenoma"" ", Specialty ," ""oncology"" "
" ""Erdheim-Chester disease"" ", Specialty ," ""oncology"" "
" ""alveolar soft part sarcoma"" ", Specialty ," ""oncology"" "
" ""uveal cancer"" ", Specialty ," ""oncology"" "
" ""soft palate cancer"" ", Specialty ," ""oncology"" "
" ""eye carcinoma in situ"" ", Specialty ," ""oncology"" "
" ""sebaceous adenocarcinoma"" ", Specialty ," ""oncology"" "
" ""acute lymphocytic leukemia"" ", Specialty ," ""oncology"" "
" ""squamous cell neoplasm"" ", Specialty ," ""oncology"" "
" ""Squamous odontogenic tumor"" ", Specialty ," ""oncology"" "
" ""myoblastoma"" ", Specialty ," ""oncology"" "
" ""clear cell adenocarcinoma"" ", Specialty ," ""oncology"" "
" ""monocytic leukemia"" ", Specialty ," ""oncology"" "
" ""ependymoma"" ", Specialty ," ""oncology"" "
" ""bladder lateral wall cancer"" ", Specialty ," ""oncology"" "
" ""cystadenofibroma"" ", Specialty ," ""oncology"" "
" ""acute myeloid leukemia"" ", Specialty ," ""oncology"" "
" ""Urachal cancer"" ", Specialty ," ""oncology"" "
" ""endometrial carcinoma"" ", Specialty ," ""oncology"" "
" ""hepatico cancer"" ", Specialty ," ""oncology"" "
" ""medullomyoblastoma"" ", Specialty ," ""oncology"" "
" ""benign ependymoma"" ", Specialty ," ""oncology"" "
" ""macroglobulinemia"" ", Specialty ," ""oncology"" "
" ""transitional cell carcinoma"" ", Specialty ," ""oncology"" "
" ""acute myelomonocytic leukemia"" ", Specialty ," ""oncology"" "
" ""secretory meningioma"" ", Specialty ," ""oncology"" "
" ""female breast upper-inner quadrant cancer"" ", Specialty ," ""oncology"" "
" ""plasmacytoma"" ", Specialty ," ""oncology"" "
" ""Accelerated phase chronic myelogenous leukemia"" ", Specialty ," ""oncology"" "
" ""temporal lobe neoplasm"" ", Specialty ," ""oncology"" "
" ""Richter's syndrome"" ", Specialty ," ""oncology"" "
" ""fibrillary astrocytoma"" ", Specialty ," ""oncology"" "
" ""perineurioma"" ", Specialty ," ""oncology"" "
" ""triple negative breast neoplasm"" ", Specialty ," ""oncology"" "
" ""spinal meninges cancer"" ", Specialty ," ""oncology"" "
" ""intestinal neoplasm"" ", Specialty ," ""oncology"" "
" ""uterus carcinoma in situ"" ", Specialty ," ""oncology"" "
" ""precursor lymphoblastic lymphoma/leukemia"" ", Specialty ," ""oncology"" "
" ""parasagittal meningioma"" ", Specialty ," ""oncology"" "
" ""hard palate cancer"" ", Specialty ," ""oncology"" "
" ""Pilar sheath acanthoma"" ", Specialty ," ""oncology"" "
" ""intestine carcinoma in situ"" ", Specialty ," ""oncology"" "
" ""myeloid sarcoma"" ", Specialty ," ""oncology"" "
" ""epithelioid sarcoma"" ", Specialty ," ""oncology"" "
" ""paraganglioma"" ", Specialty ," ""oncology"" "
" ""somatostatinoma"" ", Specialty ," ""oncology"" "
" ""postcricoid region cancer"" ", Specialty ," ""oncology"" "
" ""Angioimmunoblastic T-cell lymphoma"" ", Specialty ," ""oncology"" "
" ""laryngeal cancer"" ", Specialty ," ""oncology"" "
" ""urinary system cancer"" ", Specialty ," ""oncology"" "
" ""connective tissue benign neoplasm"" ", Specialty ," ""oncology"" "
" ""trophoblastic neoplasm"" ", Specialty ," ""oncology"" "
" ""childhood cerebral astrocytoma"" ", Specialty ," ""oncology"" "
" ""pyloric antrum cancer"" ", Specialty ," ""oncology"" "
" ""prepuce cancer"" ", Specialty ," ""oncology"" "
" ""maxillary sinus neoplasm"" ", Specialty ," ""oncology"" "
" ""Hodgkin's granuloma"" ", Specialty ," ""oncology"" "
" ""basophil adenoma"" ", Specialty ," ""oncology"" "
" ""larynx carcinoma in situ"" ", Specialty ," ""oncology"" "
" ""common bile duct neoplasm"" ", Specialty ," ""oncology"" "
" ""squamous cell thyroid carcinoma"" ", Specialty ," ""oncology"" "
" ""papillomatosis"" ", Specialty ," ""oncology"" "
" ""peritoneum cancer"" ", Specialty ," ""oncology"" "
" ""Mast cell leukemia"" ", Specialty ," ""oncology"" "
" ""lung cancer"" ", Specialty ," ""oncology"" "
" ""Lynch syndrome II"" ", Specialty ," ""oncology"" "
" ""muscle neoplasm"" ", Specialty ," ""oncology"" "
" ""myosarcoma"" ", Specialty ," ""oncology"" "
" ""embryonal rhabdomyosarcoma"" ", Specialty ," ""oncology"" "
" ""gliomatosis cerebri"" ", Specialty ," ""oncology"" "
" ""tonsil cancer"" ", Specialty ," ""oncology"" "
" ""papillary hidradenoma"" ", Specialty ," ""oncology"" "
" ""nephroblastoma"" ", Specialty ," ""oncology"" "
" ""adrenal medulla cancer"" ", Specialty ," ""oncology"" "
" ""hepatocellular carcinoma"" ", Specialty ," ""oncology"" "
" ""embryonal cancer"" ", Specialty ," ""oncology"" "
" ""Li-Fraumeni syndrome"" ", Specialty ," ""oncology"" "
" ""myxoid liposarcoma"" ", Specialty ," ""oncology"" "
" ""medulloblastoma"" ", Specialty ," ""oncology"" "
" ""tubular adenocarcinoma"" ", Specialty ," ""oncology"" "
" ""eccrine acrospiroma"" ", Specialty ," ""oncology"" "
" ""adenocarcinoma in situ"" ", Specialty ," ""oncology"" "
" ""anal carcinoma in situ"" ", Specialty ," ""oncology"" "
" ""round ligament malignant neoplasm"" ", Specialty ," ""oncology"" "
" ""gastrointestinal system cancer"" ", Specialty ," ""oncology"" "
" ""Ehrlich tumor carcinoma"" ", Specialty ," ""oncology"" "
" ""pancreatic neoplasm"" ", Specialty ," ""oncology"" "
" ""endometrial neoplasm"" ", Specialty ," ""oncology"" "
" ""neuroendocrine carcinoma"" ", Specialty ," ""oncology"" "
" ""thyroid lymphoma"" ", Specialty ," ""oncology"" "
" ""cystic lymphangioma"" ", Specialty ," ""oncology"" "
" ""lymph node metastasis"" ", Specialty ," ""oncology"" "
" ""pre-malignant neoplasm"" ", Specialty ," ""oncology"" "
" ""cribriform carcinoma"" ", Specialty ," ""oncology"" "
" ""Acute basophilic leukemia"" ", Specialty ," ""oncology"" "
" ""melanotic neuroectodermal tumor"" ", Specialty ," ""oncology"" "
" ""granulosa cell tumour"" ", Specialty ," ""oncology"" "
" ""ocular cancer"" ", Specialty ," ""oncology"" "
" ""leukemic infiltration"" ", Specialty ," ""oncology"" "
" ""nasal cancer"" ", Specialty ," ""oncology"" "
" ""Hibernoma"" ", Specialty ," ""oncology"" "
" ""bronchial neoplasm"" ", Specialty ," ""oncology"" "
" ""congenital melanocytic nevus"" ", Specialty ," ""oncology"" "
" ""fallopian tube cancer"" ", Specialty ," ""oncology"" "
" ""auricular cancer"" ", Specialty ," ""oncology"" "
" ""cerebral ventricle cancer"" ", Specialty ," ""oncology"" "
" ""urogenital neoplasm"" ", Specialty ," ""oncology"" "
" ""cranial nerve malignant neoplasm"" ", Specialty ," ""oncology"" "
" ""rectum cancer"" ", Specialty ," ""oncology"" "
" ""childhood medulloblastoma"" ", Specialty ," ""oncology"" "
" ""transverse colon cancer"" ", Specialty ," ""oncology"" "
" ""Optic nerve tumor"" ", Specialty ," ""oncology"" "
" ""T-cell large granular lymphocyte leukemia"" ", Specialty ," ""oncology"" "
" ""endometrial stromal tumour"" ", Specialty ," ""oncology"" "
" ""male breast neoplasm"" ", Specialty ," ""oncology"" "
" ""abdominal fibromatosis"" ", Specialty ," ""oncology"" "
" ""long bones of lower limb cancer"" ", Specialty ," ""oncology"" "
" ""bile duct carcinoma"" ", Specialty ," ""oncology"" "
